CODES,BRANCH,KPI, ACTUAL (MONTH) , ACTUAL (YTD) , BUDGET (MONTH) , BUDGET (YTD) , % VARIANCE (MONTH) , % VARIANCE (YTD) ,MONTH
004,LIMURU,TRADE FINANCE," 2,000.00 "," 35,000.00 "," 124,221.61 "," 633,664.83 ",-98%,,JUN
004,LIMURU,FX INCOME, 330.00 ," 28,314.00 "," 28,000.00 "," 87,000.00 ",-99%,,JUN
004,LIMURU,NEW ACCOUNTS, 29.00 , 115.00 , 101.00 , 606.00 ,-71%,,JUN
004,LIMURU,NFI, 124.88 , 688.21 , 423.10 ," 1,718.17 ",-70%,,JUN
004,LIMURU,PBT, (85.40)," (2,525.18)", 544.35 ," 3,046.81 ",-116%,,JUN
005,MOI AVENUE,NEW DEPOSITS, (797.98)," 1,023.91 "," 8,734.88 "," 125,870.08 ",-109%,,JUN
005,MOI AVENUE,CUMULATIVE DEPOSITS,," 143,337.51 ",," 190,438.90 ",0%,,JUN
005,MOI AVENUE,GROSS LOAN BOOK, -   ," 323,040.19 ",," 213,916.70 ",0%,,JUN
005,MOI AVENUE,DISBURSEMENTS, 496.89 ," 21,314.22 "," 10,575.01 "," 141,306.83 ",-95%,,JUN
005,MOI AVENUE,TRADE FINANCE," 727,275.48 "," 4,233,149.03 "," 1,608,965.62 "," 9,389,896.85 ",-55%,,JUN
005,MOI AVENUE,FX INCOME," 14,220.00 "," 349,967.00 "," 97,666.00 "," 553,998.00 ",-85%,,JUN
005,MOI AVENUE,NEW ACCOUNTS, 42.00 , 248.00 , 68.00 , 408.00 ,-38%,,JUN
005,MOI AVENUE,NFI, 859.59 ," 5,561.48 "," 2,202.68 "," 11,824.27 ",-61%,,JUN
005,MOI AVENUE,PBT," (1,314.71)"," 6,744.31 ", 20.22 ," 16,527.90 ",-6600%,,JUN
006,THIKA,NEW DEPOSITS," 15,047.35 "," 28,406.33 "," 5,601.48 "," 84,069.89 ",169%,,JUN
006,THIKA,CUMULATIVE DEPOSITS,," 106,351.45 ",," 92,311.61 ",0%,,JUN
006,THIKA,GROSS LOAN BOOK, -   ," 174,733.39 ",," 160,856.20 ",0%,,JUN
006,THIKA,DISBURSEMENTS, 442.31 ," 11,705.50 "," 11,147.11 "," 102,523.14 ",-96%,,JUN
006,THIKA,TRADE FINANCE," 16,000.00 "," 222,990.31 "," 124,221.61 "," 843,664.83 ",-87%,,JUN
006,THIKA,FX INCOME, 771.00 ," 323,585.00 "," 28,000.00 "," 186,000.00 ",-97%,,JUN
006,THIKA,NEW ACCOUNTS, 91.00 , 313.00 , 66.00 , 396.00 ,38%,,JUN
006,THIKA,NFI, 124.79 ," 1,081.37 ", 740.77 ," 3,034.24 ",-83%,,JUN
006,THIKA,PBT, 708.37 ," 3,420.18 "," 1,759.91 "," 9,478.79 ",-60%,,JUN
007,RUIRU,NEW DEPOSITS," (4,681.90)"," (22,477.59)"," 2,789.94 "," 86,900.69 ",-268%,,JUN
007,RUIRU,CUMULATIVE DEPOSITS,," 172,611.82 ",," 213,937.44 ",0%,,JUN
007,RUIRU,GROSS LOAN BOOK, -   ," 121,886.33 ",," 134,901.05 ",0%,,JUN
007,RUIRU,DISBURSEMENTS, 613.76 ," 9,796.68 "," 4,997.56 "," 98,156.28 ",-88%,,JUN
007,RUIRU,TRADE FINANCE," 6,000.00 "," 221,900.00 "," 62,110.81 "," 966,332.42 ",-90%,,JUN
007,RUIRU,FX INCOME, 530.00 ," 3,648.00 "," 14,000.00 "," 96,000.00 ",-96%,,JUN
007,RUIRU,NEW ACCOUNTS, 35.00 , 155.00 , 76.00 , 456.00 ,-54%,,JUN
007,RUIRU,NFI, 96.68 ," 1,033.70 ", 381.51 ," 1,764.53 ",-75%,,JUN
007,RUIRU,PBT, (639.94)," (2,606.96)", 334.35 ," (1,086.26)",-291%,,JUN
008,KITENGELA,NEW DEPOSITS," 7,873.86 "," 20,104.46 "," 6,907.37 "," 96,918.44 ",14%,,JUN
008,KITENGELA,CUMULATIVE DEPOSITS,," 354,700.05 ",," 362,289.17 ",0%,,JUN
008,KITENGELA,GROSS LOAN BOOK, -   ," 336,051.45 ",," 240,297.16 ",0%,,JUN
008,KITENGELA,DISBURSEMENTS," 1,029.96 "," 27,136.84 "," 12,373.05 "," 117,364.54 ",-92%,,JUN
008,KITENGELA,TRADE FINANCE," 36,475.00 "," 410,107.00 "," 248,443.22 "," 1,303,329.66 ",-85%,,JUN
008,KITENGELA,FX INCOME," 39,283.00 "," 409,940.00 "," 56,000.00 "," 402,000.00 ",-30%,,JUN
008,KITENGELA,NEW ACCOUNTS, 70.00 , 379.00 , 98.00 , 588.00 ,-29%,,JUN
008,KITENGELA,NFI, 355.20 ," 1,945.17 ", 816.68 ," 3,589.05 ",-57%,,JUN
008,KITENGELA,PBT, (883.00)," (5,582.78)"," 3,597.04 "," 2,645.25 ",-125%,,JUN
009,KAYOLE,NEW DEPOSITS," (19,874.48)"," 10,484.83 "," 2,867.62 "," 75,133.75 ",-793%,,JUN
009,KAYOLE,CUMULATIVE DEPOSITS,," 49,557.84 ",," 57,273.91 ",0%,,JUN
009,KAYOLE,GROSS LOAN BOOK, -   ," 205,458.78 ",," 185,450.53 ",0%,,JUN
009,KAYOLE,DISBURSEMENTS," 2,055.68 "," 25,887.20 "," 5,136.72 "," 83,573.76 ",-60%,,JUN
009,KAYOLE,TRADE FINANCE, -   ," 283,048.00 ", -   ," 102,000.00 ",0%,,JUN
009,KAYOLE,FX INCOME, -   ," 7,781.00 ", -   ," 6,000.00 ",0%,,JUN
009,KAYOLE,NEW ACCOUNTS, 74.00 , 270.00 , 73.00 , 438.00 ,1%,,JUN
009,KAYOLE,NFI, 143.60 ," 1,735.78 ", 319.32 ," 1,969.57 ",-55%,,JUN
009,KAYOLE,PBT, (826.67)," 3,544.62 "," 1,643.63 "," 9,461.81 ",-150%,,JUN
010,ELDORET,NEW DEPOSITS," 12,224.79 "," (37,264.25)"," 2,986.00 "," 91,088.89 ",309%,,JUN
010,ELDORET,CUMULATIVE DEPOSITS,," 185,741.00 ",," 233,596.85 ",0%,,JUN
010,ELDORET,GROSS LOAN BOOK, -   ," 145,170.74 ",," 105,291.54 ",0%,,JUN
010,ELDORET,DISBURSEMENTS," 5,248.52 "," 28,716.31 "," 5,348.77 "," 103,709.92 ",-2%,,JUN
010,ELDORET,TRADE FINANCE," 1,744,853.00 "," 4,691,747.00 "," 62,110.81 "," 2,670,332.42 ",2709%,,JUN
010,ELDORET,FX INCOME," 12,900.00 "," 17,652.00 "," 14,000.00 "," 219,000.00 ",-8%,,JUN
010,ELDORET,NEW ACCOUNTS, 65.00 , 378.00 , 91.00 , 546.00 ,-29%,,JUN
010,ELDORET,NFI," 2,060.52 "," 6,705.01 ", 484.46 ," 4,059.25 ",325%,,JUN
010,ELDORET,PBT," 1,340.19 ", (423.01), 20.23 ," (5,052.78)",6523%,,JUN
011,MBALE,NEW DEPOSITS," 1,609.99 "," (7,645.99)"," 2,986.00 "," 53,823.45 ",-46%,,JUN
011,MBALE,CUMULATIVE DEPOSITS,," 30,261.67 ",," 41,616.38 ",0%,,JUN
011,MBALE,GROSS LOAN BOOK, -   ," 70,824.09 ",," 85,499.46 ",0%,,JUN
011,MBALE,DISBURSEMENTS," 1,175.20 "," 14,480.90 "," 10,544.09 "," 72,714.06 ",-89%,,JUN
011,MBALE,TRADE FINANCE," 5,000.00 "," 335,329.14 "," 62,110.81 "," 540,332.42 ",-92%,,JUN
011,MBALE,FX INCOME," 1,080.00 "," 3,685.00 "," 14,000.00 "," 120,000.00 ",-92%,,JUN
011,MBALE,NEW ACCOUNTS, 73.00 , 299.00 , 58.00 , 348.00 ,26%,,JUN
011,MBALE,NFI, 121.33 ," 1,257.14 ", 513.49 ," 2,221.40 ",-76%,,JUN
011,MBALE,PBT, (638.40)," (2,009.01)", 602.08 ," 2,023.02 ",-206%,,JUN
012,BIASHARA STREET,NEW DEPOSITS," 42,439.48 "," 132,247.10 "," 6,444.95 "," 99,465.72 ",558%,,JUN
012,BIASHARA STREET,CUMULATIVE DEPOSITS,," 837,407.35 ",," 710,251.80 ",0%,,JUN
012,BIASHARA STREET,GROSS LOAN BOOK, -   ," 399,708.62 ",," 301,246.17 ",0%,,JUN
012,BIASHARA STREET,DISBURSEMENTS," 3,564.90 "," 32,848.27 "," 11,173.62 "," 118,684.46 ",-68%,,JUN
012,BIASHARA STREET,TRADE FINANCE," 7,481,487.89 "," 23,230,324.33 "," 2,812,732.17 "," 25,094,196.52 ",166%,,JUN
012,BIASHARA STREET,FX INCOME," 177,514.00 "," 1,029,885.00 "," 56,000.00 "," 627,000.00 ",217%,,JUN
012,BIASHARA STREET,NEW ACCOUNTS, 47.00 , 283.00 , 98.00 , 588.00 ,-52%,,JUN
012,BIASHARA STREET,NFI," 7,678.59 "," 24,881.91 "," 3,338.11 "," 19,880.53 ",130%,,JUN
012,BIASHARA STREET,PBT," 4,706.65 "," 25,691.06 "," 2,838.94 "," 14,109.90 ",66%,,JUN
013,RONGAI,NEW DEPOSITS," (1,804.97)"," 4,634.40 "," 6,004.72 "," 77,088.07 ",-130%,,JUN
013,RONGAI,CUMULATIVE DEPOSITS,," 83,089.41 ",," 109,135.47 ",0%,,JUN
013,RONGAI,GROSS LOAN BOOK, -   ," 164,685.03 ",," 154,792.96 ",0%,,JUN
013,RONGAI,DISBURSEMENTS," 1,687.39 "," 26,012.01 "," 10,756.14 "," 91,110.82 ",-84%,,JUN
013,RONGAI,TRADE FINANCE," 16,000.00 "," 193,380.00 "," 124,221.61 "," 645,664.83 ",-87%,,JUN
013,RONGAI,FX INCOME," 1,757.00 "," 49,855.00 "," 28,000.00 "," 159,000.00 ",-94%,,JUN
013,RONGAI,NEW ACCOUNTS, 98.00 , 327.00 , 68.00 , 408.00 ,44%,,JUN
013,RONGAI,NFI, 147.13 ," 1,438.45 ", 654.38 ," 2,771.58 ",-78%,,JUN
013,RONGAI,PBT, 487.88 , 366.12 ," 1,550.11 "," 4,678.08 ",-69%,,JUN
014,WESTLANDS,NEW DEPOSITS," (22,027.36)"," (18,869.82)"," 4,358.48 "," 82,275.45 ",-605%,,JUN
014,WESTLANDS,CUMULATIVE DEPOSITS,," 232,267.95 ",," 270,661.92 ",0%,,JUN
014,WESTLANDS,GROSS LOAN BOOK, -   ," 214,432.62 ",," 181,799.45 ",0%,,JUN
014,WESTLANDS,DISBURSEMENTS, 259.82 ," 22,640.35 "," 7,807.27 "," 94,921.81 ",-97%,,JUN
014,WESTLANDS,TRADE FINANCE," 2,278,906.00 "," 9,606,439.93 "," 124,221.61 "," 4,005,664.83 ",1735%,,JUN
014,WESTLANDS,FX INCOME," 2,487.00 "," 36,671.00 "," 28,000.00 "," 120,000.00 ",-91%,,JUN
014,WESTLANDS,NEW ACCOUNTS, 32.00 , 163.00 , 65.00 , 390.00 ,-51%,,JUN
014,WESTLANDS,NFI," 2,331.53 "," 10,670.94 ", 472.24 ," 8,056.88 ",394%,,JUN
014,WESTLANDS,PBT," (1,861.01)"," (4,359.24)", 974.69 , 62.46 ,-291%,,JUN
015,MACHAKOS,NEW DEPOSITS," 6,997.46 "," 16,558.01 "," 2,986.00 "," 68,288.89 ",134%,,JUN
015,MACHAKOS,CUMULATIVE DEPOSITS,," 44,852.54 ",," 49,249.22 ",0%,,JUN
015,MACHAKOS,GROSS LOAN BOOK, -   ," 151,512.59 ",," 112,995.26 ",0%,,JUN
015,MACHAKOS,DISBURSEMENTS," 4,951.63 "," 13,861.80 "," 5,348.77 "," 75,209.92 ",-7%,,JUN
015,MACHAKOS,TRADE FINANCE," 13,000.00 "," 168,120.00 "," 62,110.81 "," 360,332.42 ",-79%,,JUN
015,MACHAKOS,FX INCOME, 546.00 ," 13,440.00 "," 14,000.00 "," 48,000.00 ",-96%,,JUN
015,MACHAKOS,NEW ACCOUNTS, 49.00 , 194.00 , 61.00 , 366.00 ,-20%,,JUN
015,MACHAKOS,NFI, 222.93 ," 1,036.52 ", 346.15 ," 1,591.60 ",-36%,,JUN
015,MACHAKOS,PBT, 328.16 ," (2,705.11)", 861.36 ," 2,241.11 ",-62%,,JUN
016,NAKURU,NEW DEPOSITS," (3,186.36)"," (15,191.66)"," 8,812.57 "," 93,703.14 ",-136%,,JUN
016,NAKURU,CUMULATIVE DEPOSITS,," 141,700.06 ",," 180,051.08 ",0%,,JUN
016,NAKURU,GROSS LOAN BOOK, -   ," 166,572.08 ",," 164,403.13 ",0%,,JUN
016,NAKURU,DISBURSEMENTS," 6,042.08 "," 24,672.52 "," 8,116.51 "," 93,431.34 ",-26%,,JUN
016,NAKURU,TRADE FINANCE," 183,243.00 "," 1,293,030.00 "," 1,656,288.14 "," 6,462,864.41 ",-89%,,JUN
016,NAKURU,FX INCOME," 26,596.00 "," 323,207.00 "," 83,666.00 "," 1,117,998.00 ",-68%,,JUN
016,NAKURU,NEW ACCOUNTS, 61.00 , 293.00 , 56.00 , 336.00 ,9%,,JUN
016,NAKURU,NFI, 494.04 ," 2,783.68 "," 2,107.59 "," 9,857.50 ",-77%,,JUN
016,NAKURU,PBT," 1,775.33 "," 8,884.22 "," 2,982.70 "," 13,947.68 ",-40%,,JUN
017,KENGELENI,NEW DEPOSITS," 29,692.77 "," 16,923.19 "," 4,462.07 "," 68,251.64 ",565%,,JUN
017,KENGELENI,CUMULATIVE DEPOSITS,," 98,772.81 ",," 86,175.68 ",0%,,JUN
017,KENGELENI,GROSS LOAN BOOK, -   ," 166,134.93 ",," 130,182.15 ",0%,,JUN
017,KENGELENI,DISBURSEMENTS, 748.00 ," 22,406.46 "," 8,116.51 "," 77,931.34 ",-91%,,JUN
017,KENGELENI,TRADE FINANCE," 592,944.65 "," 2,941,755.74 "," 1,437,421.49 "," 4,804,264.47 ",-59%,,JUN
017,KENGELENI,FX INCOME," 213,525.00 "," 505,138.00 "," 42,000.00 "," 132,000.00 ",408%,,JUN
017,KENGELENI,NEW ACCOUNTS, 26.00 , 164.00 , 48.00 , 288.00 ,-46%,,JUN
017,KENGELENI,NFI, 572.11 ," 4,101.19 "," 1,827.53 "," 8,389.02 ",-69%,,JUN
017,KENGELENI,PBT, (409.92), (886.45)," 1,593.10 "," 4,885.52 ",-126%,,JUN
018,KISUMU,NEW DEPOSITS, 973.37 ," 14,217.50 "," 7,998.70 "," 94,926.97 ",-88%,,JUN
018,KISUMU,CUMULATIVE DEPOSITS,," 46,722.88 ",," 64,204.67 ",0%,,JUN
018,KISUMU,GROSS LOAN BOOK, -   ," 171,692.83 ",," 172,896.52 ",0%,,JUN
018,KISUMU,DISBURSEMENTS," 3,401.41 "," 23,525.56 "," 13,214.64 "," 113,307.51 ",-74%,,JUN
018,KISUMU,TRADE FINANCE," 166,302.00 "," 868,186.15 "," 1,499,532.29 "," 5,338,596.88 ",-89%,,JUN
018,KISUMU,FX INCOME, 421.00 ," 28,294.00 "," 56,000.00 "," 189,000.00 ",-99%,,JUN
018,KISUMU,NEW ACCOUNTS, 116.00 , 514.00 , 108.00 , 648.00 ,7%,,JUN
018,KISUMU,NFI, 412.52 ," 2,439.35 "," 2,063.54 "," 9,434.75 ",-80%,,JUN
018,KISUMU,PBT, 386.20 ," (8,680.91)"," 3,459.61 "," 13,322.35 ",-89%,,JUN
019,DIASPORAH,NEW DEPOSITS, (12.45), (11.09), -   , -   ,0%,,JUN
019,DIASPORAH,CUMULATIVE DEPOSITS,, 604.09 ,, 620.50 ,0%,,JUN
019,DIASPORAH,GROSS LOAN BOOK, -   , -   ,, (15.04),0%,,JUN
019,DIASPORAH,DISBURSEMENTS, -   , -   , -   , -   ,0%,,JUN
019,DIASPORAH,TRADE FINANCE, -   , -   , -   , -   ,0%,,JUN
019,DIASPORAH,FX INCOME, -   , -   , -   , -   ,0%,,JUN
019,DIASPORAH,NEW ACCOUNTS, -   , -   , -   , -   ,0%,,JUN
019,DIASPORAH,NFI, 0.13 , 0.13 , 0.79 , 2.37 ,-84%,,JUN
019,DIASPORAH,PBT, 6.36 , 18.20 , (0.81), (3.66),885%,,JUN
020,MTWAPA,NEW DEPOSITS," (11,418.42)"," 5,711.27 "," 11,650.01 "," 126,154.83 ",-198%,,JUN
020,MTWAPA,CUMULATIVE DEPOSITS,," 224,169.53 ",," 275,787.02 ",0%,,JUN
020,MTWAPA,GROSS LOAN BOOK, -   ," 139,603.56 ",," 166,599.94 ",0%,,JUN
020,MTWAPA,DISBURSEMENTS, 901.78 ," 11,442.68 "," 20,868.44 "," 161,611.33 ",-96%,,JUN
020,MTWAPA,TRADE FINANCE," 14,500.00 "," 61,700.00 "," 248,443.22 "," 934,329.66 ",-94%,,JUN
020,MTWAPA,FX INCOME," 418,302.00 "," 774,081.00 "," 56,000.00 "," 465,000.00 ",647%,,JUN
020,MTWAPA,NEW ACCOUNTS, 131.00 , 745.00 , 178.00 ," 1,068.00 ",-26%,,JUN
020,MTWAPA,NFI, 213.68 ," 1,609.29 "," 1,042.25 "," 4,059.46 ",-79%,,JUN
020,MTWAPA,PBT, 453.70 ," (8,701.75)", (760.97)," (9,051.16)",160%,,JUN
000,CENTRAL OFFICE,NEW DEPOSITS, -   , -   , -   , -   ,0%,,JUL
000,CENTRAL OFFICE,CUMULATIVE DEPOSITS,, -   ,, -   ,0%,,JUL
000,CENTRAL OFFICE,GROSS LOAN BOOK, -   , -   ,, -   ,0%,,JUL
000,CENTRAL OFFICE,DISBURSEMENTS, -   , -   , -   , -   ,0%,,JUL
000,CENTRAL OFFICE,TRADE FINANCE, -   , -   , -   , -   ,0%,,JUL
000,CENTRAL OFFICE,FX INCOME, -   ," 243,620.00 ", -   ," 99,000.00 ",0%,,JUL
000,CENTRAL OFFICE,NEW ACCOUNTS, -   , -   , -   , -   ,0%,,JUL
000,CENTRAL OFFICE,NFI, 366.01 , 819.77 , 0.05 , 117.64 ,802063%,,JUL
000,CENTRAL OFFICE,PBT," (11,619.75)"," (191,075.57)"," (20,130.29)"," (182,192.68)",42%,,JUL
001,TOM MBOYA,NEW DEPOSITS," 5,667.13 "," 33,197.18 "," 7,465.98 "," 87,929.37 ",-24%,,JUL
001,TOM MBOYA,CUMULATIVE DEPOSITS,," 511,820.76 ",," 523,507.82 ",0%,,JUL
001,TOM MBOYA,GROSS LOAN BOOK, -   ," 677,677.54 ",," 532,190.91 ",0%,,JUL
001,TOM MBOYA,DISBURSEMENTS," 5,543.27 "," 66,041.95 "," 21,166.64 "," 142,248.38 ",-74%,,JUL
001,TOM MBOYA,TRADE FINANCE," 3,237,602.00 "," 16,572,369.14 "," 124,221.61 "," 4,546,886.44 ",2506%,,JUL
001,TOM MBOYA,FX INCOME," 151,786.00 "," 529,922.00 "," 28,000.00 "," 118,000.00 ",442%,,JUL
001,TOM MBOYA,NEW ACCOUNTS, 21.00 , 336.00 , 85.00 , 595.00 ,-75%,,JUL
001,TOM MBOYA,NFI," 3,361.09 "," 18,800.22 ", 986.95 ," 11,218.71 ",241%,,JUL
001,TOM MBOYA,PBT, 677.12 ," (5,403.94)"," 9,488.06 "," 20,741.54 ",-93%,,JUL
002,LIKONI,NEW DEPOSITS," 2,084.17 "," (14,081.78)"," 2,986.00 "," 71,209.46 ",-30%,,JUL
002,LIKONI,CUMULATIVE DEPOSITS,," 59,051.26 ",," 64,042.31 ",0%,,JUL
002,LIKONI,GROSS LOAN BOOK, -   ," 91,282.67 ",," 84,783.47 ",0%,,JUL
002,LIKONI,DISBURSEMENTS," 2,409.88 "," 12,893.64 "," 5,348.77 "," 80,476.89 ",-55%,,JUL
002,LIKONI,TRADE FINANCE," 19,000.00 "," 76,500.00 "," 62,110.81 "," 338,443.22 ",-69%,,JUL
002,LIKONI,FX INCOME, 742.00 ," 277,470.00 "," 14,000.00 "," 275,000.00 ",-95%,,JUL
002,LIKONI,NEW ACCOUNTS, 49.00 , 456.00 , 73.00 , 511.00 ,-33%,,JUL
002,LIKONI,NFI, 203.17 ," 1,138.08 ", 398.96 ," 2,076.19 ",-49%,,JUL
002,LIKONI,PBT, (690.60)," (8,590.63)", 215.78 ," (2,201.93)",-420%,,JUL
003,WOTE,NEW DEPOSITS," 2,245.38 "," (2,521.82)"," 2,986.00 "," 63,274.90 ",-25%,,JUL
003,WOTE,CUMULATIVE DEPOSITS,," 37,763.05 ",," 61,504.08 ",0%,,JUL
003,WOTE,GROSS LOAN BOOK, -   ," 96,627.47 ",," 92,721.23 ",0%,,JUL
003,WOTE,DISBURSEMENTS, 649.05 ," 7,303.11 "," 5,348.77 "," 70,558.69 ",-88%,,JUL
003,WOTE,TRADE FINANCE," 5,000.00 "," 41,000.00 "," 62,110.81 "," 284,443.22 ",-92%,,JUL
003,WOTE,FX INCOME, -   , -   ," 14,000.00 "," 59,000.00 ",-100%,,JUL
003,WOTE,NEW ACCOUNTS, 14.00 , 158.00 , 66.00 , 462.00 ,-79%,,JUL
003,WOTE,NFI, 69.88 , 557.41 , 404.84 ," 1,851.20 ",-83%,,JUL
003,WOTE,PBT, (891.73)," (5,442.72)", 571.61 , (99.67),-256%,,JUL
004,LIMURU,NEW DEPOSITS," (7,473.47)"," 4,442.52 "," 4,554.55 "," 91,214.53 ",-264%,,JUL
004,LIMURU,CUMULATIVE DEPOSITS,," 27,322.24 ",," 47,076.87 ",0%,,JUL
004,LIMURU,GROSS LOAN BOOK, -   ," 113,355.09 ",," 101,028.47 ",0%,,JUL
004,LIMURU,DISBURSEMENTS, 575.00 ," 16,005.13 "," 8,158.48 "," 108,879.33 ",-93%,,JUL
004,LIMURU,TRADE FINANCE," 6,000.00 "," 41,000.00 "," 124,221.61 "," 757,886.44 ",-95%,,JUL
004,LIMURU,FX INCOME, 198.00 ," 28,512.00 "," 28,000.00 "," 115,000.00 ",-99%,,JUL
004,LIMURU,NEW ACCOUNTS, 15.00 , 130.00 , 101.00 , 707.00 ,-85%,,JUL
004,LIMURU,NFI, 57.66 , 745.87 , 425.58 ," 2,143.75 ",-86%,,JUL
004,LIMURU,PBT, 842.52 ," (1,682.66)", 595.41 ," 3,642.22 ",42%,,JUL
005,MOI AVENUE,NEW DEPOSITS," 4,287.10 "," 5,311.02 "," 8,734.88 "," 134,604.96 ",-51%,,JUL
005,MOI AVENUE,CUMULATIVE DEPOSITS,," 147,624.61 ",," 199,173.78 ",0%,,JUL
005,MOI AVENUE,GROSS LOAN BOOK, -   ," 320,360.48 ",," 222,381.71 ",0%,,JUL
005,MOI AVENUE,DISBURSEMENTS, 691.37 ," 22,005.59 "," 10,575.01 "," 151,881.84 ",-93%,,JUL
005,MOI AVENUE,TRADE FINANCE," 807,588.66 "," 5,040,737.69 "," 1,608,965.62 "," 10,998,862.47 ",-50%,,JUL
005,MOI AVENUE,FX INCOME," 1,920.00 "," 351,887.00 "," 97,666.00 "," 651,664.00 ",-98%,,JUL
005,MOI AVENUE,NEW ACCOUNTS, 16.00 , 264.00 , 68.00 , 476.00 ,-76%,,JUL
005,MOI AVENUE,NFI, 936.10 ," 6,497.58 "," 2,205.90 "," 14,030.17 ",-58%,,JUL
005,MOI AVENUE,PBT," (1,206.05)"," 5,538.26 "," 4,566.06 "," 21,093.95 ",-126%,,JUL
006,THIKA,NEW DEPOSITS," (23,984.45)"," 4,421.88 "," 5,601.48 "," 89,671.37 ",-528%,,JUL
006,THIKA,CUMULATIVE DEPOSITS,," 82,367.01 ",," 97,913.09 ",0%,,JUL
006,THIKA,GROSS LOAN BOOK, -   ," 173,940.98 ",," 159,644.85 ",0%,,JUL
006,THIKA,DISBURSEMENTS," 3,875.43 "," 15,580.93 "," 11,147.11 "," 113,670.25 ",-65%,,JUL
006,THIKA,TRADE FINANCE," 111,187.00 "," 334,177.31 "," 124,221.61 "," 967,886.44 ",-10%,,JUL
006,THIKA,FX INCOME," 10,303.00 "," 333,888.00 "," 28,000.00 "," 214,000.00 ",-63%,,JUL
006,THIKA,NEW ACCOUNTS, 36.00 , 349.00 , 66.00 , 462.00 ,-45%,,JUL
006,THIKA,NFI, 343.41 ," 1,424.78 ", 755.24 ," 3,789.48 ",-55%,,JUL
006,THIKA,PBT, (592.89)," 2,827.29 "," 1,393.08 "," 10,871.87 ",-143%,,JUL
007,RUIRU,NEW DEPOSITS," (4,344.33)"," (26,821.92)"," 2,789.94 "," 89,690.62 ",-256%,,JUL
007,RUIRU,CUMULATIVE DEPOSITS,," 168,267.49 ",," 216,727.38 ",0%,,JUL
007,RUIRU,GROSS LOAN BOOK, -   ," 124,132.88 ",," 136,342.59 ",0%,,JUL
007,RUIRU,DISBURSEMENTS," 4,460.00 "," 14,256.68 "," 4,997.56 "," 103,153.84 ",-11%,,JUL
007,RUIRU,TRADE FINANCE," 25,892.00 "," 247,792.00 "," 62,110.81 "," 1,028,443.22 ",-58%,,JUL
007,RUIRU,FX INCOME," 1,768.00 "," 5,416.00 "," 14,000.00 "," 110,000.00 ",-87%,,JUL
007,RUIRU,NEW ACCOUNTS, 11.00 , 166.00 , 76.00 , 532.00 ,-86%,,JUL
007,RUIRU,NFI, 252.17 ," 1,285.87 ", 388.36 ," 2,152.89 ",-35%,,JUL
007,RUIRU,PBT," (1,605.35)"," (4,212.31)", 285.62 , (800.64),-662%,,JUL
008,KITENGELA,NEW DEPOSITS, (695.65)," 19,408.82 "," 6,907.37 "," 103,825.81 ",-110%,,JUL
008,KITENGELA,CUMULATIVE DEPOSITS,," 354,004.41 ",," 369,196.55 ",0%,,JUL
008,KITENGELA,GROSS LOAN BOOK, -   ," 332,389.38 ",," 268,187.31 ",0%,,JUL
008,KITENGELA,DISBURSEMENTS, 872.24 ," 28,009.08 "," 12,373.05 "," 129,737.59 ",-93%,,JUL
008,KITENGELA,TRADE FINANCE," 40,000.00 "," 450,107.00 "," 248,443.22 "," 1,551,772.88 ",-84%,,JUL
008,KITENGELA,FX INCOME," 46,921.00 "," 456,861.00 "," 56,000.00 "," 458,000.00 ",-16%,,JUL
008,KITENGELA,NEW ACCOUNTS, 39.00 , 418.00 , 98.00 , 686.00 ,-60%,,JUL
008,KITENGELA,NFI, 183.90 ," 2,129.07 ", 826.19 ," 4,415.24 ",-78%,,JUL
008,KITENGELA,PBT," (1,457.15)"," (7,039.93)"," 4,483.10 "," 7,128.34 ",-133%,,JUL
009,KAYOLE,NEW DEPOSITS," 1,009.16 "," 11,493.99 "," 2,867.62 "," 78,001.37 ",-65%,,JUL
009,KAYOLE,CUMULATIVE DEPOSITS,," 50,567.00 ",," 60,141.53 ",0%,,JUL
009,KAYOLE,GROSS LOAN BOOK, -   ," 207,593.63 ",," 185,575.70 ",0%,,JUL
009,KAYOLE,DISBURSEMENTS," 6,241.55 "," 32,128.75 "," 5,136.72 "," 88,710.48 ",22%,,JUL
009,KAYOLE,TRADE FINANCE," 16,914.00 "," 299,962.00 ", -   ," 102,000.00 ",0%,,JUL
009,KAYOLE,FX INCOME," 1,178.00 "," 8,959.00 ", -   ," 6,000.00 ",0%,,JUL
009,KAYOLE,NEW ACCOUNTS, 46.00 , 316.00 , 73.00 , 511.00 ,-37%,,JUL
009,KAYOLE,NFI, 306.78 ," 2,042.57 ", 325.34 ," 2,294.91 ",-6%,,JUL
009,KAYOLE,PBT," (1,060.39)"," 2,484.23 "," 1,631.76 "," 11,093.57 ",-165%,,JUL
010,ELDORET,NEW DEPOSITS," 4,524.06 "," (32,740.19)"," 2,986.00 "," 94,074.90 ",52%,,JUL
010,ELDORET,CUMULATIVE DEPOSITS,," 190,265.06 ",," 236,582.86 ",0%,,JUL
010,ELDORET,GROSS LOAN BOOK, -   ," 145,057.63 ",," 106,966.16 ",0%,,JUL
010,ELDORET,DISBURSEMENTS," 1,513.60 "," 30,229.92 "," 5,348.77 "," 109,058.69 ",-72%,,JUL
